project_code,identity_key,prediction_month,state,sector,ministry,agency,project_age_months,progress_current,expenditure_current,original_cost_current,revised_cost_current,effective_target_months_from_cutoff,progress_change_1m,progress_change_3m,progress_velocity_3m,progress_acceleration_3m,expenditure_change_1m,expenditure_change_3m,expenditure_velocity_3m,cost_revision_count_to_date,last_cost_revision_pct,months_since_cost_revision,schedule_revision_count_to_date,months_since_schedule_revision,months_since_material_progress_change,expenditure_to_original_cost,expenditure_to_revised_cost,cost_revision_pct_current,months_observed,months_since_first_observation,revised_cost_missing,progress_missing,future_schedule_later_3m
11256,P:11256,2025-09,Maharashtra,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,53.000000,86.000000,6990.280000,8797.000000,,3.000000,,,,,,,,0,,,0,,,0.794621,,0.000000,1,0,1,0,1
11256,P:11256,2025-10,Maharashtra,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,54.000000,86.000000,7122.880000,8797.000000,,2.000000,0.000000,,,,132.600000,,,0,,,0,,,0.809694,,0.000000,2,1,1,0,1
11783,P:11783,2025-09,Odisha,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,62.000000,91.000000,8373.410000,13805.000000,,11.000000,,,,,,,,0,,,0,,,0.606549,,0.000000,1,0,1,0,0
11783,P:11783,2025-10,Odisha,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,63.000000,91.000000,8422.690000,13805.000000,,10.000000,0.000000,,,,49.280000,,,0,,,0,,,0.610119,,0.000000,2,1,1,0,0
11783,P:11783,2025-11,Odisha,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,64.000000,91.000000,8552.200000,13805.000000,,9.000000,0.000000,,,0.000000,129.510000,,,0,,,0,,,0.619500,,0.000000,3,2,1,0,0
11783,P:11783,2025-12,Odisha,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,65.000000,92.000000,8613.210000,13805.000000,,8.000000,1.000000,1.000000,0.333333,1.000000,61.010000,239.800000,79.933333,0,,,0,,0.000000,0.623920,,0.000000,4,3,1,0,0
124005,P:124005,2025-09,"Maharashtra,",Railways,Ministry of Railways,705237,164.000000,96.000000,124623.000000,51101.000000,,3.000000,,,,,,,,0,,,0,,,2.438759,,0.000000,1,0,1,0,0
124005,P:124005,2025-10,"Maharashtra,",Railways,Ministry of Railways,705237,165.000000,96.000000,124623.000000,51101.000000,,2.000000,0.000000,,,,0.000000,,,0,,,0,,,2.438759,,0.000000,2,1,1,0,0
124005,P:124005,2025-11,"Maharashtra,",Railways,Ministry of Railways,705237,166.000000,96.000000,124623.000000,51101.000000,,1.000000,0.000000,,,0.000000,0.000000,,,0,,,0,,,2.438759,,0.000000,3,2,1,0,0
124005,P:124005,2025-12,"Maharashtra,",Railways,Ministry of Railways,705237,167.000000,96.000000,124623.000000,51101.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,0,,,2.438759,,0.000000,4,3,1,0,0
124005,P:124005,2026-01,"Maharashtra,",Railways,Ministry of Railways,705237,168.000000,96.000000,124623.000000,51101.000000,,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,0,,,2.438759,,0.000000,5,4,1,0,0
124005,P:124005,2026-02,"Maharashtra,",Railways,Ministry of Railways,705237,169.000000,96.000000,124623.000000,51101.000000,,-2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,0,,,2.438759,,0.000000,6,5,1,0,0
124005,P:124005,2026-03,"Maharashtra,",Railways,Ministry of Railways,705237,170.000000,96.000000,124623.000000,51101.000000,,-3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,0,,,2.438759,,0.000000,7,6,1,0,0
12543,P:12543,2025-09,Odisha,Electricity Generation,Ministry of Power,National Thermal Power Corporation [NTPC],36.000000,34.000000,4574.680000,11843.750000,,30.000000,,,,,,,,0,,,0,,,0.386253,,0.000000,1,0,1,0,0
12543,P:12543,2025-10,Odisha,Electricity Generation,Ministry of Power,National Thermal Power Corporation [NTPC],37.000000,40.000000,4839.680000,11843.750000,,29.000000,6.000000,,,,265.000000,,,0,,,0,,0.000000,0.408627,,0.000000,2,1,1,0,0
12728,P:12728,2025-09,,Electricity Generation,Ministry of Power,National Hydroelectric Power Corporation Limited [NHPC],91.000000,73.000000,7457.570000,8112.120000,,15.000000,,,,,,,,0,,,0,,,0.919312,,0.000000,1,0,1,0,0
12728,P:12728,2025-10,,Electricity Generation,Ministry of Power,National Hydroelectric Power Corporation Limited [NHPC],92.000000,74.000000,7581.190000,8112.120000,,14.000000,1.000000,,,,123.620000,,,0,,,0,,0.000000,0.934551,,0.000000,2,1,1,0,0
14358,P:14358,2025-09,Jharkhand,Electricity Generation,Ministry of Power,Damodar Valley Corporation,10.000000,3.000000,1255.790000,14358.000000,,42.000000,,,,,,,,0,,,0,,,0.087463,,0.000000,1,0,1,0,0
14358,P:14358,2025-10,Jharkhand,Electricity Generation,Ministry of Power,Damodar Valley Corporation,11.000000,3.000000,1381.540000,14358.000000,,41.000000,0.000000,,,,125.750000,,,0,,,0,,,0.096221,,0.000000,2,1,1,0,0
14730,P:14730,2025-09,Telangana,Water Resources,"Department of Water Resources, River Development & GR",Irrigation and CAD-TG,233.000000,87.000000,4558.890000,8200.710000,,3.000000,,,,,,,,0,,,0,,,0.555914,,0.000000,1,0,1,0,0
14730,P:14730,2025-10,Telangana,Water Resources,"Department of Water Resources, River Development & GR",Irrigation and CAD-TG,234.000000,87.000000,4664.800000,8200.710000,,2.000000,0.000000,,,,105.910000,,,0,,,0,,,0.568829,,0.000000,2,1,1,0,0
16654,P:16654,2025-09,Uttar Pradesh,Oil & Gas,Ministry of Petroleum & Natural Gas,Bharat Petroleum Corporation Limited [BPCL],33.000000,11.000000,590.670000,16654.000000,,57.000000,,,,,,,,0,,,0,,,0.035467,,0.000000,1,0,1,0,0
16654,P:16654,2025-10,Uttar Pradesh,Oil & Gas,Ministry of Petroleum & Natural Gas,Bharat Petroleum Corporation Limited [BPCL],34.000000,12.000000,595.930000,16654.000000,,56.000000,1.000000,,,,5.260000,,,0,,,0,,0.000000,0.035783,,0.000000,2,1,1,0,0
16654,P:16654,2025-11,Uttar Pradesh,Oil & Gas,Ministry of Petroleum & Natural Gas,Bharat Petroleum Corporation Limited [BPCL],35.000000,12.000000,630.340000,16654.000000,,55.000000,0.000000,,,-1.000000,34.410000,,,0,,,0,,1.000000,0.037849,,0.000000,3,2,1,0,0
16654,P:16654,2025-12,Uttar Pradesh,Oil & Gas,Ministry of Petroleum & Natural Gas,Bharat Petroleum Corporation Limited [BPCL],36.000000,13.000000,642.180000,16654.000000,,54.000000,1.000000,2.000000,0.666667,1.000000,11.840000,51.510000,17.170000,0,,,0,,0.000000,0.038560,,0.000000,4,3,1,0,0
16724,P:16724,2025-09,Bihar,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,68.000000,88.000000,11997.290000,14810.000000,,11.000000,,,,,,,,0,,,0,,,0.810080,,0.000000,1,0,1,0,0
16724,P:16724,2025-10,Bihar,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,69.000000,88.000000,12138.960000,14810.000000,,10.000000,0.000000,,,,141.670000,,,0,,,0,,,0.819646,,0.000000,2,1,1,0,0
17195,P:17195,2025-09,Uttar Pradesh,Electricity Generation,Ministry of Power,National Thermal Power Corporation [NTPC],18.000000,10.000000,1916.000000,17195.000000,,53.000000,,,,,,,,0,,,0,,,0.111428,,0.000000,1,0,1,0,0
17195,P:17195,2025-10,Uttar Pradesh,Electricity Generation,Ministry of Power,National Thermal Power Corporation [NTPC],19.000000,11.000000,1979.000000,17195.000000,,52.000000,1.000000,,,,63.000000,,,0,,,0,,0.000000,0.115092,,0.000000,2,1,1,0,0
17673,P:17673,2025-09,West Bengal,Electricity Generation,Ministry of Power,Damodar Valley Corporation,7.000000,2.000000,1372.170000,17673.000000,,45.000000,,,,,,,,0,,,0,,,0.077642,,0.000000,1,0,1,0,0
17673,P:17673,2025-10,West Bengal,Electricity Generation,Ministry of Power,Damodar Valley Corporation,8.000000,2.000000,1408.800000,17673.000000,,44.000000,0.000000,,,,36.630000,,,0,,,0,,,0.079715,,0.000000,2,1,1,0,0
17673,P:17673,2025-11,West Bengal,Electricity Generation,Ministry of Power,Damodar Valley Corporation,9.000000,2.000000,1458.010000,17673.000000,,43.000000,0.000000,,,0.000000,49.210000,,,0,,,0,,,0.082499,,0.000000,3,2,1,0,0
17673,P:17673,2025-12,West Bengal,Electricity Generation,Ministry of Power,Damodar Valley Corporation,10.000000,4.000000,1479.890000,17673.000000,,42.000000,2.000000,2.000000,0.666667,2.000000,21.880000,107.720000,35.906667,0,,,0,,0.000000,0.083737,,0.000000,4,3,1,0,0
17825,P:17825,2025-09,Gujarat,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,60.000000,84.000000,12645.170000,18936.000000,,9.000000,,,,,,,,0,,,0,,,0.667785,,0.000000,1,0,1,0,0
17825,P:17825,2025-10,Gujarat,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,61.000000,84.000000,12779.560000,18936.000000,,8.000000,0.000000,,,,134.390000,,,0,,,0,,,0.674882,,0.000000,2,1,1,0,0
188000,P:188000,2025-09,PAN India,Telecommunication,Department of Telecommunications,Department of Telecommunications [DoT],167.000000,81.000000,41486.140000,61109.000000,,18.000000,,,,,,,,0,,,0,,,0.678888,,0.000000,1,0,1,0,0
188000,P:188000,2025-10,PAN India,Telecommunication,Department of Telecommunications,Department of Telecommunications [DoT],168.000000,81.000000,46431.540000,61109.000000,,17.000000,0.000000,,,,4945.400000,,,0,,,0,,,0.759815,,0.000000,2,1,1,0,0
19592,P:19592,2025-09,PAN India,Telecommunication,Department of Telecommunications,Department of Telecommunications [DoT],58.000000,96.000000,8419.040000,28466.000000,,6.000000,,,,,,,,0,,,0,,,0.295758,,0.000000,1,0,1,0,0
19592,P:19592,2025-10,PAN India,Telecommunication,Department of Telecommunications,Department of Telecommunications [DoT],59.000000,96.000000,8419.040000,28466.000000,,5.000000,0.000000,,,,0.000000,,,0,,,0,,,0.295758,,0.000000,2,1,1,0,0
20302,P:20302,2025-09,Jharkhand,Electricity Generation,Ministry of Power,National Thermal Power Corporation [NTPC],94.000000,85.000000,17860.000000,17112.000000,,14.000000,,,,,,,,0,,,0,,,1.043712,,0.000000,1,0,1,0,1
20302,P:20302,2025-10,Jharkhand,Electricity Generation,Ministry of Power,National Thermal Power Corporation [NTPC],95.000000,85.000000,17861.400000,17112.000000,,13.000000,0.000000,,,,1.400000,,,0,,,0,,,1.043794,,0.000000,2,1,1,0,1
22494,P:22494,2025-09,Assam,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,62.000000,78.000000,17007.220000,12366.000000,,3.000000,,,,,,,,0,,,0,,,1.375321,,0.000000,1,0,1,0,1
22494,P:22494,2025-10,Assam,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,63.000000,78.000000,17659.090000,12366.000000,,2.000000,0.000000,,,,651.870000,,,0,,,0,,,1.428036,,0.000000,2,1,1,0,1
24819,P:24819,2025-09,"[8 GW] PART A [SPV Name POWERGRID West Central Transmission Limited] (Gujarat,",Transmission & Distribution,Ministry of Power,,10.000000,1.000000,1856.460000,24819.000000,,44.000000,,,,,,,,0,,,0,,,0.074800,,0.000000,1,0,1,0,0
24819,P:24819,2025-10,"[8 GW] PART A [SPV Name POWERGRID West Central Transmission Limited] (Gujarat,",Transmission & Distribution,Ministry of Power,,11.000000,2.000000,1985.460000,24819.000000,,43.000000,1.000000,,,,129.000000,,,0,,,0,,0.000000,0.079998,,0.000000,2,1,1,0,0
24819,P:24819,2025-11,"[8 GW] PART A [SPV Name POWERGRID West Central Transmission Limited] (Gujarat,",Transmission & Distribution,Ministry of Power,,12.000000,3.000000,1985.980000,24819.000000,,42.000000,1.000000,,,0.000000,0.520000,,,0,,,0,,0.000000,0.080019,,0.000000,3,2,1,0,0
24819,P:24819,2025-12,"[8 GW] PART A [SPV Name POWERGRID West Central Transmission Limited] (Gujarat,",Transmission & Distribution,Ministry of Power,,13.000000,5.000000,1985.980000,24819.000000,,41.000000,2.000000,4.000000,1.333333,1.000000,0.000000,129.520000,43.173333,0,,,0,,0.000000,0.080019,,0.000000,4,3,1,0,0
24819,P:24819,2026-01,"[8 GW] PART A [SPV Name POWERGRID West Central Transmission Limited] (Gujarat,",Transmission & Distribution,Ministry of Power,,14.000000,6.000000,1985.980000,24819.000000,,40.000000,1.000000,4.000000,1.333333,-1.000000,0.000000,0.520000,0.173333,0,,,0,,0.000000,0.080019,,0.000000,5,4,1,0,0
24819,P:24819,2026-02,"Gujarat, Maharashtra",Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],15.000000,7.000000,2233.710000,24819.000000,,39.000000,1.000000,4.000000,1.333333,0.000000,247.730000,247.730000,82.576667,0,,,0,,0.000000,0.090000,,0.000000,6,5,1,0,0
24819,P:24819,2026-03,"Gujarat, Maharashtra",Transmission & Distribution,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],16.000000,8.200000,2258.530000,24819.000000,,38.000000,1.200000,3.200000,1.066667,0.200000,24.820000,272.550000,90.850000,0,,,0,,0.000000,0.091000,,0.000000,7,6,1,0,0
27213,P:27213,2025-09,Odisha,Electricity Generation,Ministry of Coal,NLC India Limited [NLCIL],20.000000,1.000000,2517.130000,27212.960000,,54.000000,,,,,,,,0,,,0,,,0.092497,,0.000000,1,0,1,0,0
27213,P:27213,2025-10,Odisha,Electricity Generation,Ministry of Coal,NLC India Limited [NLCIL],21.000000,1.000000,2549.310000,27212.960000,,53.000000,0.000000,,,,32.180000,,,0,,,0,,,0.093680,,0.000000,2,1,1,0,0
30274,P:30274,2025-09,,Urban Public Transport,Ministry of Housing & Urban Affairs,National Capital Region Transport Corporation [NCRTC],78.000000,95.000000,26612.450000,30274.000000,,1.000000,,,,,,,,0,,,0,,,0.879053,,0.000000,1,0,1,0,1
30274,P:30274,2025-10,,Urban Public Transport,Ministry of Housing & Urban Affairs,National Capital Region Transport Corporation [NCRTC],79.000000,95.000000,26612.450000,30274.000000,,0.000000,0.000000,,,,0.000000,,,0,,,0,,,0.879053,,0.000000,2,1,1,0,1
30620,P:30620,2025-09,PAN India,Telecommunication,Department of Telecommunications,Department of Telecommunications [DoT],38.000000,75.000000,9791.800000,26316.000000,,6.000000,,,,,,,,0,,,0,,,0.372085,,0.000000,1,0,1,0,0
30620,P:30620,2025-10,PAN India,Telecommunication,Department of Telecommunications,Department of Telecommunications [DoT],39.000000,76.000000,9791.800000,26316.000000,,5.000000,1.000000,,,,0.000000,,,0,,,0,,0.000000,0.372085,,0.000000,2,1,1,0,0
32850,P:32850,2025-09,Delhi,Real Estate,Ministry of Housing & Urban Affairs,National Buildings Construction Corporation [NBCC],88.000000,0.000000,0.000000,32850.000000,,3.000000,,,,,,,,0,,,0,,,0.000000,,0.000000,1,0,1,0,0
33690,P:33690,2025-09,Maharashtra,Railways,Ministry of Railways,Mumbai Rail Vikas Corporation Ltd.[MRVC],77.000000,16.000000,2361.450000,33690.000000,,27.000000,,,,,,,,0,,,0,,,0.070093,,0.000000,1,0,1,0,0
33690,P:33690,2025-10,Maharashtra,Railways,Ministry of Railways,Mumbai Rail Vikas Corporation Ltd.[MRVC],78.000000,16.000000,2436.220000,33690.000000,,26.000000,0.000000,,,,74.770000,,,0,,,0,,,0.072313,,0.000000,2,1,1,0,0
34012,P:34012,2025-09,Andhra Pradesh,Oil & Gas,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],114.000000,96.000000,33238.500000,34012.000000,,9.000000,,,,,,,,0,,,0,,,0.977258,,0.000000,1,0,1,0,0
34012,P:34012,2025-10,Andhra Pradesh,Oil & Gas,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],115.000000,96.000000,32184.030000,34012.000000,,8.000000,0.000000,,,,-1054.470000,,,0,,,0,,,0.946255,,0.000000,2,1,1,0,0
36225,P:36225,2025-09,Haryana,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,55.000000,89.000000,25028.790000,34627.000000,,9.000000,,,,,,,,0,,,0,,,0.722811,,0.000000,1,0,1,0,0
36225,P:36225,2025-10,Haryana,Oil & Gas,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,56.000000,90.000000,26555.130000,34627.000000,,8.000000,1.000000,,,,1526.340000,,,0,,,0,,0.000000,0.766891,,0.000000,2,1,1,0,0
36354,P:36354,2025-09,Tamil Nadu,Oil & Gas,Ministry of Petroleum & Natural Gas,Chennai Petroleum Corporation Limited [CPCL],48.000000,10.000000,1342.270000,31580.000000,,37.000000,,,,,,,,0,,,0,,,0.042504,,0.000000,1,0,1,0,0
36354,P:36354,2025-10,Tamil Nadu,Oil & Gas,Ministry of Petroleum & Natural Gas,Chennai Petroleum Corporation Limited [CPCL],49.000000,10.000000,1342.270000,31580.000000,,36.000000,0.000000,,,,0.000000,,,0,,,0,,,0.042504,,0.000000,2,1,1,0,0
37276,P:37276,2025-09,Maharashtra,Urban Public Transport,Ministry of Housing & Urban Affairs,Mumbai Metro Rail Corporation Limited [MMRC],111.000000,96.000000,31783.930000,23136.000000,,-1.000000,,,,,,,,0,,,0,,,1.373787,,0.000000,1,0,1,0,0
37276,P:37276,2025-10,Maharashtra,Urban Public Transport,Ministry of Housing & Urban Affairs,Mumbai Metro Rail Corporation Limited [MMRC],112.000000,96.000000,31783.930000,23136.000000,,-2.000000,0.000000,,,,0.000000,,,0,,,0,,,1.373787,,0.000000,2,1,1,0,0
38953,P:38953,2025-09,Uttarakhand,Railways,Ministry of Railways,RVNL - II,85.000000,65.000000,24645.150000,38953.000000,,18.000000,,,,,,,,0,,,0,,,0.632689,,0.000000,1,0,1,0,1
38953,P:38953,2025-10,Uttarakhand,Railways,Ministry of Railways,RVNL - I,86.000000,65.000000,24645.150000,38953.000000,,17.000000,0.000000,,,,0.000000,,,0,,,0,,,0.632689,,0.000000,2,1,1,0,1
400006,P:400006,2025-12,Odisha,Railways,Ministry of Railways,South Eastern Railway [SER] - I,50.000000,31.000000,505.010000,808.990000,808.990000,0.000000,,,,,,,,0,,,0,,,0.624248,0.624248,0.000000,1,0,0,0,1
400006,P:400006,2026-01,Odisha,Railways,Ministry of Railways,South Eastern Railway [SER] - I,51.000000,32.000000,542.880000,808.990000,808.990000,11.000000,1.000000,,,,37.870000,,,0,,,1,0.000000,0.000000,0.671059,0.671059,0.000000,2,1,0,0,0
400006,P:400006,2026-02,Odisha,Railways,Ministry of Railways,South Eastern Railway [SER] - I,52.000000,34.000000,565.720000,808.990000,808.990000,10.000000,2.000000,,,1.000000,22.840000,,,0,,,1,1.000000,0.000000,0.699292,0.699292,0.000000,3,2,0,0,0
400006,P:400006,2026-03,Odisha,Railways,Ministry of Railways,South Eastern Railway [SER] - I,53.000000,36.000000,596.450000,808.990000,808.990000,9.000000,2.000000,5.000000,1.666667,0.000000,30.730000,91.440000,30.480000,0,,,1,2.000000,0.000000,0.737277,0.737277,0.000000,4,3,0,0,0
400006,P:400006,2026-04,Odisha,Railways,Ministry of Railways,South Eastern Railway [SER] - I,54.000000,38.000000,701.150000,808.990000,808.990000,8.000000,2.000000,6.000000,2.000000,0.000000,104.700000,158.270000,52.756667,0,,,1,3.000000,0.000000,0.866698,0.866698,0.000000,5,4,0,0,0
400010,P:400010,2025-07,Ladakh,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],82.000000,67.000000,427.040000,480.000000,640.000000,3.000000,,,,,,,,0,,,0,,,0.889667,0.667250,0.333333,1,0,0,0,0
400010,P:400010,2025-08,Ladakh,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],83.000000,71.000000,434.790000,480.000000,640.000000,2.000000,4.000000,,,,7.750000,,,0,,,0,,0.000000,0.905813,0.679359,0.333333,2,1,0,0,1
400010,P:400010,2025-09,Ladakh,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],84.000000,71.000000,456.220000,480.000000,640.000000,1.000000,0.000000,,,-4.000000,21.430000,,,0,,,0,,1.000000,0.950458,0.712844,0.333333,3,2,0,0,1
400010,P:400010,2025-10,Ladakh,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],85.000000,77.000000,471.590000,480.000000,640.000000,0.000000,6.000000,10.000000,3.333333,6.000000,15.370000,44.550000,14.850000,0,,,0,,0.000000,0.982479,0.736859,0.333333,4,3,0,0,1
400010,P:400010,2025-11,Ladakh,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],86.000000,78.000000,483.120000,480.000000,640.000000,8.000000,1.000000,7.000000,2.333333,-5.000000,11.530000,48.330000,16.110000,0,,,1,0.000000,0.000000,1.006500,0.754875,0.333333,5,4,0,0,0
400010,P:400010,2025-12,Ladakh,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],87.000000,78.000000,484.600000,480.000000,640.000000,7.000000,0.000000,7.000000,2.333333,-1.000000,1.480000,28.380000,9.460000,0,,,1,1.000000,1.000000,1.009583,0.757188,0.333333,6,5,0,0,0
400010,P:400010,2026-01,Ladakh,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],88.000000,78.000000,492.210000,480.000000,640.000000,6.000000,0.000000,1.000000,0.333333,0.000000,7.610000,20.620000,6.873333,0,,,1,2.000000,2.000000,1.025438,0.769078,0.333333,7,6,0,0,0
400010,P:400010,2026-02,Ladakh,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],89.000000,78.000000,492.250000,480.000000,640.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.040000,9.130000,3.043333,0,,,1,3.000000,3.000000,1.025521,0.769141,0.333333,8,7,0,0,0
400010,P:400010,2026-03,Ladakh,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],90.000000,78.700000,501.810000,480.000000,640.000000,4.000000,0.700000,0.700000,0.233333,0.700000,9.560000,17.210000,5.736667,0,,,1,4.000000,4.000000,1.045438,0.784078,0.333333,9,8,0,0,0
400010,P:400010,2026-04,Ladakh,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,Airport Authority of India [AAI],91.000000,78.900000,501.810000,480.000000,640.000000,3.000000,0.200000,0.900000,0.300000,-0.500000,0.000000,9.600000,3.200000,0,,,1,5.000000,5.000000,1.045438,0.784078,0.333333,10,9,0,0,0
400012,P:400012,2025-08,"Pradesh, Uttar, Pradesh",Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,80.000000,92.000000,7672.230000,10088.000000,,4.000000,0.000000,,,,74.100000,,,0,,,0,,,0.760530,,0.000000,2,1,1,0,0
400012,P:400012,2025-09,"Pradesh, Uttar, Pradesh",Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,81.000000,93.000000,7979.860000,10088.000000,,3.000000,1.000000,,,1.000000,307.630000,,,0,,,0,,0.000000,0.791025,,0.000000,3,2,1,0,1
400012,P:400012,2025-10,"Pradesh, Uttar, Pradesh",Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,82.000000,93.000000,8059.530000,10088.000000,,2.000000,0.000000,1.000000,0.333333,-1.000000,79.670000,461.400000,153.800000,0,,,0,,1.000000,0.798922,,0.000000,4,3,1,0,1
400012,P:400012,2025-11,"Pradesh, Uttar, Pradesh",Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,83.000000,93.000000,8135.690000,10088.000000,,1.000000,0.000000,1.000000,0.333333,0.000000,76.160000,463.460000,154.486667,0,,,0,,2.000000,0.806472,,0.000000,5,4,1,0,1
400012,P:400012,2025-12,"Pradesh, Uttar, Pradesh",Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,84.000000,94.000000,8217.690000,10088.000000,,3.000000,1.000000,1.000000,0.333333,1.000000,82.000000,237.830000,79.276667,0,,,1,0.000000,0.000000,0.814601,,0.000000,6,5,1,0,1
400012,P:400012,2026-01,"Pradesh, Uttar, Pradesh",Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,85.000000,94.000000,8056.600000,10088.000000,,2.000000,0.000000,1.000000,0.333333,-1.000000,-161.090000,-2.930000,-0.976667,0,,,1,1.000000,1.000000,0.798632,,0.000000,7,6,1,0,1
400012,P:400012,2026-02,"Pradesh, Uttar",Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,86.000000,94.000000,8130.190000,10088.000000,,1.000000,0.000000,1.000000,0.333333,0.000000,73.590000,-5.500000,-1.833333,0,,,1,2.000000,2.000000,0.805927,,0.000000,8,7,1,0,1
400012,P:400012,2026-03,"Pradesh, Uttar",Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,87.000000,94.900000,8213.840000,10088.000000,,3.000000,0.900000,0.900000,0.300000,0.900000,83.650000,-3.850000,-1.283333,0,,,2,0.000000,3.000000,0.814219,,0.000000,9,8,1,0,0
400012,P:400012,2026-04,"Pradesh, Uttar",Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,88.000000,95.200000,8529.580000,10088.000000,,2.000000,0.300000,1.200000,0.400000,-0.600000,315.740000,472.980000,157.660000,0,,,2,1.000000,4.000000,0.845517,,0.000000,10,9,1,0,1
400013,P:400013,2026-02,PAN India,Telecommunication,Department of Telecommunications,Department of Telecommunications [DoT],43.000000,83.000000,9791.800000,26316.000000,,1.000000,,,,,,,,1,-0.140562,0.000000,0,,6.000000,0.372085,,0.000000,3,7,1,0,1
400013,P:400013,2026-03,PAN India,Telecommunication,Department of Telecommunications,Department of Telecommunications [DoT],44.000000,83.700000,9791.800000,26316.000000,,0.000000,0.700000,,,,0.000000,,,1,-0.140562,1.000000,0,,7.000000,0.372085,,0.000000,4,8,1,0,1
400013,P:400013,2026-04,PAN India,Telecommunication,Department of Telecommunications,Department of Telecommunications [DoT],45.000000,84.000000,9791.800000,26316.000000,,-1.000000,0.300000,,,-0.400000,0.000000,,,1,-0.140562,2.000000,0,,8.000000,0.372085,,0.000000,5,9,1,0,1
400018,P:400018,2025-08,Jharkhand,Coal,Ministry of Coal,ECL - CIL,36.000000,62.000000,450.760000,859.410000,859.410000,43.000000,0.000000,,,,0.290000,,,0,,,0,,,0.524499,0.524499,0.000000,2,1,0,0,0
400018,P:400018,2025-09,Jharkhand,Coal,Ministry of Coal,ECL - CIL,37.000000,62.000000,451.610000,859.410000,859.410000,42.000000,0.000000,,,0.000000,0.850000,,,0,,,0,,,0.525488,0.525488,0.000000,3,2,0,0,0
400018,P:400018,2025-10,Jharkhand,Coal,Ministry of Coal,ECL - CIL,38.000000,62.000000,451.620000,859.410000,859.410000,41.000000,0.000000,0.000000,0.000000,0.000000,0.010000,1.150000,0.383333,0,,,0,,,0.525500,0.525500,0.000000,4,3,0,0,0
